titre,auteur,langue,genre,description,annee,source
Unesco Sources,Inconnu,anglais,Non spécifié,Description non disponible,1997,http://books.google.com/books?id=70DD-ePATdcC&dq=book&hl=&source=gbs_api
The Bookman,Inconnu,anglais,Non spécifié,Description non disponible,1905,http://books.google.com/books?id=ajs5UQ95WkMC&dq=book&hl=&source=gbs_api
Biennial Report of the North Carolina State Department of Archives and History,North Carolina. State Department of Archives and History,anglais,North Carolina,Description non disponible,1976,http://books.google.com/books?id=UlpXUANPu0IC&dq=book&hl=&source=gbs_api
Daily Report,Inconnu,anglais,China,Description non disponible,1993,http://books.google.com/books?id=cIJDHZiu_uQC&dq=book&hl=&source=gbs_api
Researches of the Electrotechnical Laboratory,Inconnu,anglais,Electrical engineering,Description non disponible,1965,http://books.google.com/books?id=i_OrH5EOltwC&dq=book&hl=&source=gbs_api
Korean Culture,Inconnu,anglais,Arts,Description non disponible,1998,http://books.google.com/books?id=eUWJJhYC794C&dq=book&hl=&source=gbs_api
Michigan Christian Advocate,Inconnu,anglais,Non spécifié,Description non disponible,1921,http://books.google.com/books?id=4XLIA-VEMAUC&dq=book&hl=&source=gbs_api
Cultural Register,United Arab Republic. Wizārat al-Thaqāfah,anglais,Non spécifié,Description non disponible,1960,http://books.google.com/books?id=z-z5dzStj-QC&dq=book&hl=&source=gbs_api
American Forestry,Inconnu,anglais,Forests and forestry,Description non disponible,1922,http://books.google.com/books?id=H8sPt2XyW5EC&dq=book&hl=&source=gbs_api
Encyclopædia Britannica: Edwa to Extract,Walter Yust,anglais,Encyclopedias and dictionaries,Description non disponible,1947,http://books.google.com/books?id=2L42BiqXa20C&dq=book&hl=&source=gbs_api
Royal Commission with Respect to Certain Matters Relating to Drugs,Royal Commission of Inquiry into Drug Trafficking,anglais,Drug control,Description non disponible,1978,http://books.google.com/books?id=j0UisgaDEPgC&dq=book&hl=&source=gbs_api
Popular Government,Inconnu,anglais,Non spécifié,Description non disponible,1957,http://books.google.com/books?id=abJYqaWlxjoC&dq=book&hl=&source=gbs_api
Advertising & Selling,Inconnu,anglais,Advertising,Description non disponible,1928,http://books.google.com/books?id=6cxyP-tk1LgC&dq=book&hl=&source=gbs_api
"House of Commons Debates, Official Report",Canada. Parliament. House of Commons,anglais,Canada,Description non disponible,1909,http://books.google.com/books?id=g9_CSOiuqQgC&dq=book&hl=&source=gbs_api
Report by the Chief Archivist for the ...,Central African Archives,anglais,Archives,Description non disponible,1935,http://books.google.com/books?id=RFasudFg6kMC&dq=book&hl=&source=gbs_api
Literary Studies,Walter Bagehot,anglais,English literature,Description non disponible,1951,http://books.google.com/books?id=JRKtVGCPSzUC&dq=book&hl=&source=gbs_api
Prospects,Inconnu,anglais,Education,Description non disponible,1985,http://books.google.com/books?id=Q7IQ31NVGREC&dq=book&hl=&source=gbs_api
Co-operative Manager and Farmer,Inconnu,anglais,"Agriculture, Cooperative",Description non disponible,1916,http://books.google.com/books?id=q-MPoDC7rjoC&dq=book&hl=&source=gbs_api
The Studio,Inconnu,anglais,Art,Description non disponible,1956,http://books.google.com/books?id=gkFF34Sl6zMC&dq=book&hl=&source=gbs_api
"DeVitis v. Newcomb-Endicott Co., 264 MICH 1 (1933)",Inconnu,anglais,Non spécifié,22,1933,http://books.google.com/books?id=Ew3tqcVA5OwC&dq=book&hl=&source=gbs_api
Latin American Studies in the Universities of the United Kingdom,University of London. Institute of Latin American Studies,anglais,Latin America,Description non disponible,1968,http://books.google.com/books?id=QKMQLrYbzsoC&dq=book&hl=&source=gbs_api
Index to Black Periodicals 1989,G. K. Hall and Co. Staff,anglais,Social Science,Description non disponible,1992,http://books.google.com/books?id=s-N5FTo6DV8C&dq=book&hl=&source=gbs_api
The Musical Times & Singing-class Circular,Inconnu,anglais,Music,Description non disponible,1920,http://books.google.com/books?id=SG7bvPyuZMEC&dq=book&hl=&source=gbs_api
WMO Bulletin,Inconnu,anglais,Meteorology,Description non disponible,1972,http://books.google.com/books?id=PhpPi-kkxBwC&dq=book&hl=&source=gbs_api
Outing and the Wheelman,Inconnu,anglais,Sports,Description non disponible,1920,http://books.google.com/books?id=B-oFniC8L5AC&dq=book&hl=&source=gbs_api
Christian Advocate,Inconnu,anglais,Non spécifié,Description non disponible,1971,http://books.google.com/books?id=AB6rK1-4HDwC&dq=book&hl=&source=gbs_api
West Virginia Wild Life; Official Monthly Publication of the Wild Life League of West Virginia,Inconnu,anglais,Non spécifié,Description non disponible,1928,http://books.google.com/books?id=oaGk7YQanPMC&dq=book&hl=&source=gbs_api
The Spectator,Inconnu,anglais,English literature,Description non disponible,1928,http://books.google.com/books?id=XVNa4q00R-sC&dq=book&hl=&source=gbs_api
African Notes,Inconnu,anglais,Africa,Description non disponible,1988,http://books.google.com/books?id=y1Fs_6Kny7sC&dq=book&hl=&source=gbs_api
Statistical Bulletin,Inconnu,anglais,Nigeria,Description non disponible,1996,http://books.google.com/books?id=atzU_KmS4bYC&dq=book&hl=&source=gbs_api
Creating Web Applets with Java,David Gulbransen,anglais,Computers,"An easy-to-understand introduction to enlivening Web pages with Java applets, this book is designed for non-programmers who want to learn how to use pre-programmed Java applets on their Web pages. The CD includes over 30 ready-to-use JAva applets, examples of Web pages that use the applets, and all the auxiliary files needed for the applets and the Web pages.",1996,http://books.google.com/books?id=EvhrpcSVRyYC&dq=book&hl=&source=gbs_api
Oregon Law Review,Inconnu,anglais,Electronic journals,"Vol. 1-14 include the proceedings of the Oregon Bar Association, previously issued separately as: Proceedings of the Oregon Bar Association at its ... annual meeting.",1930,http://books.google.com/books?id=m1RAf7GTG70C&dq=book&hl=&source=gbs_api
"Fifth Grade, Tentative Outline in Geography and History",Kansas City (Mo.). Dept. of Education,anglais,Education,Description non disponible,1930,http://books.google.com/books?id=eC5AjSaxtuIC&dq=book&hl=&source=gbs_api
So You Want to Open a Shop,Alissa Keir,anglais,Retail trade,Description non disponible,1939,http://books.google.com/books?id=VMXTGWJNFJAC&dq=book&hl=&source=gbs_api
Creating Web Applets with Java,David Gulbransen,anglais,Computers,"An easy-to-understand introduction to enlivening Web pages with Java applets, this book is designed for non-programmers who want to learn how to use pre-programmed Java applets on their Web pages. The CD includes over 30 ready-to-use JAva applets, examples of Web pages that use the applets, and all the auxiliary files needed for the applets and the Web pages.",1996,http://books.google.com/books?id=EvhrpcSVRyYC&dq=book&hl=&source=gbs_api
National Register of Microform Masters,Library of Congress. Catalog Publication Division,anglais,Books on microfilm,Description non disponible,1976,http://books.google.com/books?id=o55ei-E29cIC&dq=book&hl=&source=gbs_api
Athenaeum and Literary Chronicle,"James Silk Buckingham, John Sterling, Frederick Denison Maurice, Henry Stebbing, Charles Wentworth Dilke, Thomas Kibble Hervey, William Hepworth Dixon, Norman Maccoll, Vernon Horace Rendall, John Middleton Murry",anglais,Non spécifié,Description non disponible,1918,http://books.google.com/books?id=GVU-u9S4NfMC&dq=book&hl=&source=gbs_api
Railway Age,Inconnu,anglais,Railroads,Description non disponible,1926,http://books.google.com/books?id=0L-g7L_DXZ0C&dq=book&hl=&source=gbs_api
Power,Inconnu,anglais,Machinery,Description non disponible,1924,http://books.google.com/books?id=JqN6WH2BeUUC&dq=book&hl=&source=gbs_api
The Weekly Review,Inconnu,anglais,Non spécifié,Description non disponible,1920,http://books.google.com/books?id=9KCh4TaRNmwC&dq=book&hl=&source=gbs_api
Machinery Market,Inconnu,anglais,Machine-tools,Description non disponible,1926,http://books.google.com/books?id=1_itb6RErAkC&dq=book&hl=&source=gbs_api
Viator,Inconnu,anglais,"Civilization, Medieval",Description non disponible,2011,http://books.google.com/books?id=ngH3vuBv460C&dq=book&hl=&source=gbs_api
The Unseen Hand,A. Ralph Epperson,anglais,History,"""It is the contention of the author that the major events of the past, the wars, the depressions and the revolutions, have been planned years in advance by an international conspiracy.""--Page 4 of cover",1985,http://books.google.com/books?id=Ez8ZSfusL2cC&dq=book&hl=&source=gbs_api
Teacher's Key,James Williams Baker,anglais,Bookkeeping,Description non disponible,1934,http://books.google.com/books?id=UhrIfP9PXFIC&dq=book&hl=&source=gbs_api
"Saturday Review of Politics, Literature, Science and Art",Inconnu,anglais,Art,Description non disponible,1917,http://books.google.com/books?id=SSR-lRF5_LUC&dq=book&hl=&source=gbs_api
Journal of Industry,Inconnu,anglais,Industries,Description non disponible,1962,http://books.google.com/books?id=bgGRsyUGKAkC&dq=book&hl=&source=gbs_api
"Specialized cataloging and classification, theory and technique",Harry Dewey,anglais,Cataloging,Description non disponible,1956,http://books.google.com/books?id=_1S6YR2_3uAC&dq=book&hl=&source=gbs_api
The OECD Observer,Inconnu,anglais,Europe,Description non disponible,2008,http://books.google.com/books?id=XI5wBWMi49QC&dq=book&hl=&source=gbs_api
"""Code of Massachusetts regulations, 1988""",Inconnu,anglais,Non spécifié,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,1988,http://books.google.com/books?id=-22AVrz9hrgC&dq=book&hl=&source=gbs_api
The Sunnyside,Inconnu,anglais,Non spécifié,Description non disponible,1927,http://books.google.com/books?id=xuIJIbNeP30C&dq=book&hl=&source=gbs_api
Congressional Record,United States. Congress,anglais,Law,Description non disponible,1980,http://books.google.com/books?id=CPQ5jkEDNOwC&dq=book&hl=&source=gbs_api
The National Engineer,Inconnu,anglais,Steam engineering,Vols. 34- contain official N.A.P.E. directory.,1925,http://books.google.com/books?id=Ki_Vf2BhvMwC&dq=book&hl=&source=gbs_api
A Manual of the Practice of the Supreme Court of Judicature in the King's Bench and Chancery Divisions ...,John Indermaur,anglais,Court rules,Description non disponible,1901,http://books.google.com/books?id=Pn6Glaray6EC&dq=book&hl=&source=gbs_api
Journal of the Institution of Petroleum Technologists,Institute of Petroleum (Great Britain),anglais,Petroleum,"Vols. 7- include ""Abstracts"" which, beginning with v. 9 form a separately paged section, and from v. 17 on, have separate title pages.",1959,http://books.google.com/books?id=uWX9ID9o5XgC&dq=book&hl=&source=gbs_api
Moody's Analyses of Investments and Security Rating Service,Inconnu,anglais,Corporations,Description non disponible,1915,http://books.google.com/books?id=RNz9AKSf9XUC&dq=book&hl=&source=gbs_api
Bombay,Inconnu,anglais,Non spécifié,Description non disponible,1987,http://books.google.com/books?id=ByzQ3_fEALkC&dq=book&hl=&source=gbs_api
Press Summary - Illinois Information Service,Illinois Information Service,anglais,Illinois,Description non disponible,1990,http://books.google.com/books?id=siGdIqD8XV0C&dq=book&hl=&source=gbs_api
Sugar,Inconnu,anglais,Beet sugar,Includes a section in Spanish.,1923,http://books.google.com/books?id=GnbDcUjOzOkC&dq=book&hl=&source=gbs_api
The Lancet,Inconnu,anglais,Medicine,Description non disponible,1947,http://books.google.com/books?id=ucA_IxRdkdkC&dq=book&hl=&source=gbs_api
City Directory of Boston,Inconnu,anglais,Non spécifié,Description non disponible,1904,http://books.google.com/books?id=tELaNf4ojC8C&dq=book&hl=&source=gbs_api
Subject Catalog,Library of Congress,anglais,Non spécifié,Description non disponible,,http://books.google.com/books?id=74bAZ2WGo78C&dq=book&hl=&source=gbs_api
New England Journal of Education,"Thomas Williams Bicknell, Albert Edward Winship, Anson Wood Belding",anglais,Education,Description non disponible,1918,http://books.google.com/books?id=9DWro_onQPAC&dq=book&hl=&source=gbs_api
Canadian Journal of Fisheries and Aquatic Sciences,Inconnu,anglais,Aquatic sciences,Description non disponible,1982,http://books.google.com/books?id=3z-PMYslbw0C&dq=book&hl=&source=gbs_api
Gardeners' Chronicle of America,Inconnu,anglais,Gardening,Description non disponible,1917,http://books.google.com/books?id=21QzEdjhqBAC&dq=book&hl=&source=gbs_api
The Engineer,Inconnu,anglais,Engineering,Description non disponible,1908,http://books.google.com/books?id=EO9XeUSMFcwC&dq=book&hl=&source=gbs_api
WHO library acquisitions,Inconnu,anglais,Medicine,Includes List of periodicals in the World Health Organization Library.,1963,http://books.google.com/books?id=EklD785bu2EC&dq=book&hl=&source=gbs_api
The Cyclopedia of American Biography,"James Edward Homans, Herbert M. Linen, L. E. Dearborn",anglais,America,Description non disponible,1918,http://books.google.com/books?id=ab237yo-5l0C&dq=book&hl=&source=gbs_api
Montana Outdoors,Inconnu,anglais,Game and game-birds,Description non disponible,1993,http://books.google.com/books?id=0Dlkixfee5oC&dq=book&hl=&source=gbs_api
Engineering and Cement World,Inconnu,anglais,Engineering,Description non disponible,1918,http://books.google.com/books?id=na0aPHRq3_cC&dq=book&hl=&source=gbs_api
